QAS_File,Average Cosine,Highest Cosine,Median Cosine
All,0.30485184979053004,0.5493762994356539,0.30507948880257385
qas_68_table_1,0.3607342822096202,0.4538412235821814,0.3607342822096202
qas_60_table_1,0.30507948880257385,0.4178427442032589,0.30507948880257385
qas_77_table_1,0.38949151124243897,0.5493762994356539,0.38949151124243897
qas_8_table_1,0.2889162585257451,0.3933273458636661,0.2889162585257451
qas_8_table_2,0.2530652279072816,0.2954966714261673,0.2530652279072816
qas_59_table_1,0.22682416512481748,0.3096660268340775,0.22682416512481748
qas_59_table_2,0.30985201472123286,0.3988270023256741,0.30985201472123286
