file_name,column_type
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,UNKNOWN
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,UNKNOWN
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,UNKNOWN
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,UNKNOWN
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,datetime
instance_32_v4.json,PERCENT
instance_32_v4.json,CARDINAL
instance_32_v4.json,PERCENT
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_33_v4.json,PERSON
instance_33_v4.json,UNKNOWN
instance_33_v4.json,FAC
instance_33_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,PERSON
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
instance_34_v4.json,UNKNOWN
