TableNum,column_type_1,column_type_2,column_type_3,column_type_4,column_type_5,column_type_6,column_type_7,column_type_8,column_type_9,column_type_10,column_number,key column
0,ORDINAL,UNKNOWN,PERSON,UNKNOWN,datetime,PERSON,datetime,datetime,UNKNOWN,ORG,10,1
