TableNum,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,key column
0,TYPOGRAPHICAL ELEMENT,UNKNOWN,PERSON,PERSON,DATE,PERSON,1
1,TYPOGRAPHICAL ELEMENT,UNKNOWN,PERSON,PERSON,DATE,UNKNOWN,1
2,TYPOGRAPHICAL ELEMENT,UNKNOWN,UNKNOWN,PERSON,DATE,UNKNOWN,1
